Name;Disp.energy;Rep.;2000;1674;1408;1184;995.5;837.1;703.9;591.9;497.8;418.6;352;296;248.9;209.3;176;148;124.4;104.6;87.99;73.99;62.22;52.32;44;37;31.11;26.16;22;18.5;15.55;13.08;11;9.25;7.78;6.54;5.5;4.62;3.89;3.27;2.75;2.31;1.94;1.64;1.38;1.16;0.972;0.817;0.687;0.578;0.486;0.409;0.344;0.289;0.243;0.204;0.172;0.145;0.122;0.102;0.086;0.072;0.061;0.051;0.043;0.036;0.03;0.0255;0.0215;0.0181;0.0152;0.0128
Podzol_E;65;1;0;0;0;0;0.01;0.09;0.12;0.24;0.34;0.6;1.15;2.18;3.56;4.79;5.4;5.44;5.26;5.18;5.29;5.53;5.46;5.53;5.1;4.56;4.09;3.72;3.42;3.12;2.81;2.49;2.2;1.95;1.71;1.48;1.27;1.09;0.94;0.81;0.69;0.58;0.47;0.38;0.3;0.22;0.16;0.12;0.09;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;130;1;0;0;0;0;0;0;0.01;0.13;0.17;0.25;0.45;0.96;2.15;4.14;5.92;6.08;5.63;5.03;4.99;5.41;5.9;6;5.6;4.98;4.4;3.96;3.62;3.29;2.95;2.6;2.28;2;1.75;1.52;1.3;1.13;0.99;0.87;0.76;0.65;0.55;0.45;0.36;0.27;0.2;0.14;0.1;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;194;1;0;0;0;0.01;0.07;0.09;0.13;0.24;0.33;0.56;1.04;1.9;3.08;4.15;4.69;4.75;4.67;4.73;5.03;5.48;5.82;5.62;5.49;5;4.51;4.09;3.72;3.36;2.99;2.64;2.32;2.04;1.79;1.55;1.33;1.15;1;0.87;0.76;0.66;0.57;0.47;0.38;0.29;0.22;0.16;0.12;0.08;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;259;1;0;0;0;0;0.01;0.07;0.1;0.18;0.24;0.37;0.68;1.33;2.45;3.78;4.71;4.95;4.85;4.85;5.13;5.59;5.98;5.83;5.74;5.24;4.72;4.28;3.87;3.48;3.08;2.7;2.36;2.06;1.8;1.55;1.33;1.16;1.01;0.88;0.77;0.65;0.55;0.45;0.36;0.27;0.2;0.15;0.11;0.08;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;324;1;0;0;0;0.01;0.08;0.09;0.13;0.23;0.3;0.49;0.86;1.53;2.49;3.49;4.18;4.47;4.54;4.68;5.03;5.55;6.02;5.91;5.85;5.32;4.79;4.34;3.95;3.56;3.15;2.75;2.4;2.09;1.83;1.58;1.36;1.16;1.01;0.89;0.78;0.67;0.58;0.48;0.39;0.31;0.23;0.17;0.13;0.09;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;389;1;0;0;0;0.01;0.07;0.09;0.13;0.23;0.31;0.51;0.91;1.63;2.65;3.7;4.4;4.65;4.65;4.67;4.86;5.24;5.63;5.6;5.68;5.31;4.85;4.41;3.99;3.57;3.15;2.75;2.4;2.09;1.82;1.58;1.36;1.17;1.02;0.89;0.78;0.68;0.59;0.49;0.41;0.32;0.25;0.19;0.14;0.1;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;453;1;0;0;0;0.01;0.08;0.1;0.13;0.23;0.31;0.49;0.85;1.47;2.36;3.3;4;4.35;4.47;4.59;4.87;5.3;5.74;5.7;5.81;5.43;4.97;4.53;4.11;3.68;3.25;2.83;2.46;2.15;1.87;1.62;1.39;1.19;1.03;0.91;0.8;0.7;0.61;0.52;0.44;0.36;0.29;0.23;0.17;0.13;0.1;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;583;1;0.01;0.07;0.07;0.08;0.14;0.16;0.18;0.26;0.29;0.45;0.77;1.34;2.18;3.1;3.79;4.12;4.23;4.35;4.63;5.08;5.56;5.88;5.68;5.67;5.3;4.88;4.43;3.95;3.45;2.98;2.58;2.24;1.94;1.67;1.43;1.25;1.1;0.97;0.85;0.72;0.6;0.48;0.37;0.27;0.18;0.13;0.09;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;712;1;0.01;0.07;0.07;0.08;0.14;0.15;0.17;0.24;0.28;0.43;0.74;1.33;2.22;3.23;3.99;4.33;4.38;4.41;4.61;5.01;5.48;5.81;5.53;5.58;5.2;4.79;4.36;3.91;3.43;2.96;2.56;2.21;1.92;1.66;1.42;1.23;1.08;0.96;0.85;0.74;0.63;0.52;0.41;0.31;0.22;0.16;0.11;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;842;1;0;0;0;0.01;0.08;0.1;0.13;0.23;0.3;0.46;0.76;1.28;2.02;2.85;3.54;3.94;4.1;4.19;4.4;4.78;5.26;5.64;5.5;5.67;5.42;5.09;4.68;4.2;3.67;3.16;2.72;2.36;2.05;1.77;1.51;1.3;1.14;1.01;0.89;0.78;0.67;0.57;0.47;0.37;0.28;0.22;0.16;0.12;0.09;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;971;1;0;0;0;0.01;0.08;0.1;0.13;0.23;0.3;0.46;0.76;1.28;2.03;2.84;3.49;3.86;4.03;4.16;4.38;4.73;5.17;5.56;5.48;5.68;5.45;5.15;4.79;4.33;3.81;3.27;2.8;2.4;2.08;1.79;1.53;1.34;1.18;1.04;0.91;0.79;0.66;0.54;0.43;0.32;0.23;0.16;0.11;0.08;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_E;1101;1;0.01;0.07;0.07;0.09;0.14;0.15;0.16;0.23;0.25;0.37;0.6;1.03;1.72;2.57;3.3;3.71;3.86;3.95;4.18;4.6;5.12;5.56;5.53;5.78;5.61;5.33;4.95;4.47;3.91;3.37;2.9;2.5;2.16;1.86;1.59;1.37;1.2;1.06;0.94;0.82;0.7;0.59;0.48;0.37;0.27;0.2;0.14;0.1;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_BHFi;65;1;0;0;0;0.01;0.1;0.17;0.29;0.56;0.86;1.77;3.26;4.77;5.22;5.21;4.66;4.23;4.05;4.06;4.16;4.24;4.18;3.98;3.69;3.4;3.17;2.97;2.79;2.61;2.43;2.27;2.15;2.05;1.96;1.85;1.73;1.64;1.56;1.48;1.38;1.24;1.07;0.88;0.68;0.49;0.32;0.21;0.13;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_BHFi;130;1;0;0;0;0.01;0.1;0.16;0.26;0.5;0.74;1.48;2.7;4.09;4.91;4.69;4.55;4.2;4.04;4.05;4.14;4.23;4.24;4.12;3.9;3.64;3.38;3.15;2.95;2.76;2.57;2.4;2.25;2.14;2.03;1.92;1.8;1.69;1.59;1.49;1.37;1.23;1.07;0.9;0.73;0.57;0.42;0.31;0.22;0.15;0.1;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_BHFi;194;1;0;0;0;0.01;0.08;0.12;0.19;0.38;0.53;1.08;2.17;3.67;4.72;4.54;4.26;3.86;3.76;3.92;4.18;4.41;4.5;4.41;4.17;3.89;3.63;3.4;3.18;2.96;2.73;2.53;2.36;2.23;2.12;1.99;1.86;1.74;1.64;1.53;1.41;1.26;1.1;0.93;0.75;0.57;0.42;0.3;0.21;0.14;0.1;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_BHFi;259;1;0;0;0;0;0.01;0.07;0.1;0.2;0.28;0.51;1.07;2.29;4.11;5.25;5.46;4.65;3.98;3.77;3.94;4.29;4.56;4.58;4.36;4.06;3.76;3.51;3.29;3.05;2.81;2.59;2.41;2.27;2.15;2.01;1.86;1.74;1.64;1.56;1.47;1.35;1.21;1.04;0.85;0.65;0.47;0.33;0.22;0.14;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Podzol_BHFi;324;1;0;0;0;0;0.01;0.07;0.11;0.21;0.29;0.52;1.11;2.35;4.16;5.18;5.24;4.39;3.77;3.62;3.88;4.29;4.59;4.62;4.41;4.11;3.82;3.57;3.34;3.1;2.85;2.63;2.44;2.29;2.16;2.02;1.88;1.76;1.66;1.56;1.45;1.33;1.18;1.02;0.85;0.67;0.5;0.37;0.26;0.17;0.12;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
